"aircraft_serial_number","ata_chapter","ata_description","jasc_code","operator_control_number","failed_part","severity","jasc_description"
33345,52,"Doors","5250","AALA202412205196","CND",0,"FIXED INNER DOORS"
31185,53,"Fuselage","5320","AALA202303217793","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29528,53,"Fuselage","5310","AALA202304043202","other",0,"FUSELAGE MAIN, STRUCTURE"
31173,33,"Lights","3350","AALA202212212120","pack",1,"EMERGENCY LIGHTING"
44460,52,"Doors","5250","AALA202211115236","latch",0,"FIXED INNER DOORS"
29505,53,"Fuselage","5320","AALA202301181426","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31215,52,"Doors","5250","AALA202211032282","door",0,"FIXED INNER DOORS"
31155,33,"Lights","3350","AALA202511282020","CND",1,"EMERGENCY LIGHTING"
29562,52,"Doors","5250","AALA202211105330","door",0,"FIXED INNER DOORS"
31139,25,"Equipment / Furnishings","2560","AALA202503172883","CND",1,"EMERGENCY EQUIPMENT"
29554,53,"Fuselage","5320","AALA202212289827","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31178,33,"Lights","3350","AALA202212166586","other",1,"EMERGENCY LIGHTING"
30903,53,"Fuselage","5320","AALA202212143146","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33338,52,"Doors","5250","AALA202501227501","door",0,"FIXED INNER DOORS"
31214,52,"Doors","5250","AALA202505300558","CND",0,"FIXED INNER DOORS"
30080,32,"Landing Gear","3240","AALA202505149407","CND",3,"LANDING GEAR BRAKE SYSTEM"
33345,26,"Fire Protection","2610","AALA202301039115","CND",2,"DETECTION SYSTEM"
31135,52,"Doors","5210","AALA202303067338","door",0,"PASSENGER/CREW DOORS"
29505,53,"Fuselage","5320","AALA202301185639","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31250,25,"Equipment / Furnishings","2560","AALA202303226174","door",1,"EMERGENCY EQUIPMENT"
29503,53,"Fuselage","5320","AALA202211159435","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29508,53,"Fuselage","5340","AALA202212270173","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
31145,52,"Doors","5250","AALA202306059468","CND",0,"FIXED INNER DOORS"
31217,21,"Air Conditioning","2160","AALA202211289589","valve",3,"CABIN TEMPERATURE CONTROL SYSTEM"
29506,53,"Fuselage","5310","AALA202212149639","other",0,"FUSELAGE MAIN, STRUCTURE"
31217,33,"Lights","3350","AALA202212065010","other",1,"EMERGENCY LIGHTING"
30905,53,"Fuselage","5310","AALA202212079641","other",0,"FUSELAGE MAIN, STRUCTURE"
31219,52,"Doors","5250","AALA202212126741","door",0,"FIXED INNER DOORS"
31127,25,"Equipment / Furnishings","2560","AALA202211076111","door",1,"EMERGENCY EQUIPMENT"
29536,52,"Doors","5250","AALA202308010640","door",0,"FIXED INNER DOORS"
29515,53,"Fuselage","5320","AALA202306027441","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
40768,53,"Fuselage","5310","AALA202309061699","other",0,"FUSELAGE MAIN, STRUCTURE"
31261,33,"Lights","3350","AALA202308078958","other",1,"EMERGENCY LIGHTING"
29514,53,"Fuselage","5310","AALA202308259213","other",0,"FUSELAGE MAIN, STRUCTURE"
30828,52,"Doors","5250","AALA202309267789","CND",3,"FIXED INNER DOORS"
31250,25,"Equipment / Furnishings","2560","AALA202307310660","battery",1,"EMERGENCY EQUIPMENT"
31219,52,"Doors","5250","AALA202309214863","door",0,"FIXED INNER DOORS"
30077,53,"Fuselage","5320","AALA202306302659","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
40765,33,"Lights","3350","AALA202307216954","other",1,"EMERGENCY LIGHTING"
29515,53,"Fuselage","5320","AALA202305220578","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30916,25,"Equipment / Furnishings","2560","AALA202304249592","door",1,"EMERGENCY EQUIPMENT"
31167,25,"Equipment / Furnishings","2560","AALA202305303811","door",1,"EMERGENCY EQUIPMENT"
31199,25,"Equipment / Furnishings","2560","AALA202305027140","other",1,"EMERGENCY EQUIPMENT"
30083,53,"Fuselage","5340","AALA202310253095","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29566,33,"Lights","3350","AALA202304100283","pack",1,"EMERGENCY LIGHTING"
31075,33,"Lights","3350","AALA202305256691","other",1,"EMERGENCY LIGHTING"
29520,53,"Fuselage","5300","AALA202304055507","other",0,"FUSELAGE STRUCTURE (GENERAL)"
31253,52,"Doors","5250","AALA202312211783","door",0,"FIXED INNER DOORS"
44450,25,"Equipment / Furnishings","2560","AALA202312056939","latch",1,"EMERGENCY EQUIPMENT"
30079,53,"Fuselage","5320","AALA202401022682","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29530,53,"Fuselage","5310","AALA202311222785","other",0,"FUSELAGE MAIN, STRUCTURE"
67991,52,"Doors","5250","AALA202310181274","latch",0,"FIXED INNER DOORS"
33323,33,"Lights","3350","AALA202310318918","door",1,"EMERGENCY LIGHTING"
29522,53,"Fuselage","5320","AALA202311069965","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29513,53,"Fuselage","5320","AALA202311060492","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29516,53,"Fuselage","5310","AALA202311063698","other",0,"FUSELAGE MAIN, STRUCTURE"
33205,52,"Doors","5250","AALA202301111883","door",0,"FIXED INNER DOORS"
29523,53,"Fuselage","5320","AALA202301318326","wheel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31171,56,"Windows","5610","AALA202301313112","window",3,"FLIGHT COMPARTMENT WINDOWS"
33486,33,"Lights","3350","AALA202302035547","other",1,"EMERGENCY LIGHTING"
29512,53,"Fuselage","5310","AALA202302062818","other",0,"FUSELAGE MAIN, STRUCTURE"
29512,53,"Fuselage","5320","AALA202302077628","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29507,53,"Fuselage","5310","AALA202302075114","door",0,"FUSELAGE MAIN, STRUCTURE"
29517,56,"Windows","5610","AALA202303206030","CND",0,"FLIGHT COMPARTMENT WINDOWS"
31129,52,"Doors","5250","AALA202303277221","door",0,"FIXED INNER DOORS"
29526,57,"Wings","5710","AALA202302175083","other",0,"WING, MAIN FRAME STRUCTURE"
29512,53,"Fuselage","5320","AALA202302211150","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29547,53,"Fuselage","5320","AALA202303148917","CND",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33228,52,"Doors","5250","AALA202301203822","door",0,"FIXED INNER DOORS"
29507,53,"Fuselage","5320","AALA202303071049","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29523,53,"Fuselage","5320","AALA202301315245","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29512,53,"Fuselage","5320","AALA202302079261","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33318,33,"Lights","3350","AALA202303237418","CND",1,"EMERGENCY LIGHTING"
29507,53,"Fuselage","5320","AALA202302211948","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29528,53,"Fuselage","5320","AALA202303281463","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29524,53,"Fuselage","5320","AALA202303096176","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29575,52,"Doors","5250","AALA202301068013","door",0,"FIXED INNER DOORS"
44455,25,"Equipment / Furnishings","2560","AALA202302271476","door",1,"EMERGENCY EQUIPMENT"
40762,53,"Fuselage","5310","AALA202304254651","other",0,"FUSELAGE MAIN, STRUCTURE"
29534,27,"Flight Controls","2740","AALA202302107930","switch",3,"STABILIZER CONTROL SYSTEM"
31172,52,"Doors","5250","AALA202303298776","door",0,"FIXED INNER DOORS"
29510,53,"Fuselage","5320","AALA2023011807939","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30085,53,"Fuselage","5310","AALA202303308719","control rod",0,"FUSELAGE MAIN, STRUCTURE"
30085,52,"Doors","5270","AALA202303066902","sensor",3,"DOOR WARNING SYSTEM"
30600,57,"Wings","5710","AALA202303068875","other",0,"WING, MAIN FRAME STRUCTURE"
29524,53,"Fuselage","5320","AALA202303098068","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33323,33,"Lights","3350","AALA202303100695","pack",1,"EMERGENCY LIGHTING"
30598,53,"Fuselage","5320","AALA202301303735","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31229,52,"Doors","5250","AALA202301102875","latch",0,"FIXED INNER DOORS"
29517,25,"Equipment / Furnishings","2560","AALA202303131714","door",1,"EMERGENCY EQUIPMENT"
29528,53,"Fuselage","5330","AALA202303228943","other",0,"FUSELAGE MAIN, PLATE/SKIN"
29510,53,"Fuselage","5320","AALA202302139730","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29538,24,"Electrical Power","2420","AALA202303289741","control unit",3,"AC GENERATION SYSTEM"
29505,53,"Fuselage","5340","AALA202301181209","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
33232,33,"Lights","3350","AALA202303021242","pack",1,"EMERGENCY LIGHTING"
29569,33,"Lights","3350","AALA202303303877","other",1,"EMERGENCY LIGHTING"
29523,53,"Fuselage","5320","AALA202301196582","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29536,53,"Fuselage","5340","AALA202304035199","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29536,53,"Fuselage","5340","AALA202304035138","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29505,53,"Fuselage","5340","AALA202301245796","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
29505,53,"Fuselage","5310","AALA202301246315","other",0,"FUSELAGE MAIN, STRUCTURE"
29541,32,"Landing Gear","3230","AALA202303074396","sensor",3,"LANDING GEAR RETRACT/EXTEND SYSTEM"
29528,53,"Fuselage","5320","AALA202303083603","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31280,53,"Fuselage","5320","AALA202304038409","CND",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29512,53,"Fuselage","5320","AALA202301257123","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29528,53,"Fuselage","5320","AALA202304048355","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29510,53,"Fuselage","5310","AALA202301250705","control rod",0,"FUSELAGE MAIN, STRUCTURE"
30085,53,"Fuselage","5320","AALA202304053731","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30085,53,"Fuselage","5320","AALA202304057468","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29506,27,"Flight Controls","2750","AALA202304053023","valve",3,"TE FLAP CONTROL SYSTEM"
29520,53,"Fuselage","5320","AALA202304053355","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29528,53,"Fuselage","5310","AALA202304059083","other",0,"FUSELAGE MAIN, STRUCTURE"
33256,24,"Electrical Power","2450","AALA202301100873","control unit",2,"AC POWER DISTRIBUTION SYSTEM"
29524,53,"Fuselage","5320","AALA202303132615","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29577,25,"Equipment / Furnishings","2560","AALA202301030114","door",1,"EMERGENCY EQUIPMENT"
31169,25,"Equipment / Furnishings","2560","AALA202301042005","battery",1,"EMERGENCY EQUIPMENT"
30087,25,"Equipment / Furnishings","2560","AALA202303206238","door",1,"EMERGENCY EQUIPMENT"
30085,52,"Doors","5270","AALA202301105162","module",0,"DOOR WARNING SYSTEM"
29528,53,"Fuselage","5320","AALA202303214211","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29540,52,"Doors","5210","AALA202302131586","door",3,"PASSENGER/CREW DOORS"
33203,55,"Stabilizers","5510","AALA202303270832","other",0,"HORIZONTAL STABILIZER STRUCTURE"
29509,55,"Stabilizers","5500","AALA202304248774","other",0,"EMPENNAGE STRUCTURE"
31215,25,"Equipment / Furnishings","2560","AALA202302249364","door",1,"EMERGENCY EQUIPMENT"
29507,53,"Fuselage","5340","AALA202302274092","other",0,"FUSELAGE MAIN, ATTACH FITTINGS"
33318,33,"Lights","3350","AALA202303277418","door",1,"EMERGENCY LIGHTING"
40763,56,"Windows","5610","AALA202303274729","window",3,"FLIGHT COMPARTMENT WINDOWS"
29548,55,"Stabilizers","5510","AALA202302282608","other",0,"HORIZONTAL STABILIZER STRUCTURE"
29505,25,"Equipment / Furnishings","2560","AALA202303060015","door",1,"EMERGENCY EQUIPMENT"
29536,57,"Wings","5710","AALA202304039034","other",0,"WING, MAIN FRAME STRUCTURE"
29507,53,"Fuselage","5320","AALA202303073739","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29507,53,"Fuselage","5320","AALA202303075816","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30599,57,"Wings","5710","AALA202304032668","other",0,"WING, MAIN FRAME STRUCTURE"
30599,57,"Wings","5710","AALA202304033887","other",0,"WING, MAIN FRAME STRUCTURE"
29535,56,"Windows","5610","AALA202301204513","window",0,"FLIGHT COMPARTMENT WINDOWS"
29512,53,"Fuselage","5310","AALA202301257287","other",0,"FUSELAGE MAIN, STRUCTURE"
30598,33,"Lights","3350","AALA202301278421","door",1,"EMERGENCY LIGHTING"
30598,33,"Lights","3350","AALA202301274834","door",1,"EMERGENCY LIGHTING"
30598,53,"Fuselage","5320","AALA202301300246","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33205,52,"Doors","5210","AALA202303137361","door",3,"PASSENGER/CREW DOORS"
31262,53,"Fuselage","5310","AALA202303141834","other",0,"FUSELAGE MAIN, STRUCTURE"
29510,53,"Fuselage","5320","AALA202301112841","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29523,53,"Fuselage","5320","AALA202302022975","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29565,77,"Engine Indicating","7710","AALA202302024822","engine",3,"POWER INDICATING SYSTEM"
31176,33,"Lights","3350","AALA202302021255","pack",1,"EMERGENCY LIGHTING"
31095,25,"Equipment / Furnishings","2530","AALA202303158157","oven",1,"BUFFET/GALLEYS"
33229,52,"Doors","5250","AALA202303153193","latch",0,"FIXED INNER DOORS"
40584,55,"Stabilizers","5510","AALA202301063924","other",0,"HORIZONTAL STABILIZER STRUCTURE"
40584,55,"Stabilizers","5510","AALA202301066813","other",0,"HORIZONTAL STABILIZER STRUCTURE"
29507,53,"Fuselage","5320","AALA202302061127","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29512,53,"Fuselage","5320","AALA202302076696","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29512,53,"Fuselage","5320","AALA202302076750","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29503,25,"Equipment / Furnishings","2560","AALA202301105923","door",1,"EMERGENCY EQUIPMENT"
29512,53,"Fuselage","5310","AALA202302077022","panel",0,"FUSELAGE MAIN, STRUCTURE"
31171,33,"Lights","3350","AALA202304148598","other",1,"EMERGENCY LIGHTING"
33323,52,"Doors","5210","AALA202303218228","door",0,"PASSENGER/CREW DOORS"
30085,53,"Fuselage","5310","AALA202304171765","control rod",0,"FUSELAGE MAIN, STRUCTURE"
31248,33,"Lights","3350","AALA202303223604","circuit breaker",1,"EMERGENCY LIGHTING"
33220,52,"Doors","5250","AALA202302138267","wheel",0,"FIXED INNER DOORS"
40580,33,"Lights","3350","AALA202302202451","battery",1,"EMERGENCY LIGHTING"
30907,33,"Lights","3350","AALA202302203044","switch",1,"EMERGENCY LIGHTING"
29507,53,"Fuselage","5320","AALA202302202647","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29512,53,"Fuselage","5320","AALA202302218600","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29507,53,"Fuselage","5320","AALA202302216510","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29507,53,"Fuselage","5320","AALA202302215984","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29528,55,"Stabilizers","5510","AALA202303270883","other",0,"HORIZONTAL STABILIZER STRUCTURE"
29519,27,"Flight Controls","2750","AALA202302275643","sensor",3,"TE FLAP CONTROL SYSTEM"
29508,33,"Lights","3350","AALA202301176527","other",1,"EMERGENCY LIGHTING"
31177,52,"Doors","5250","AALA202303032246","door",0,"FIXED INNER DOORS"
29512,53,"Fuselage","5310","AALA202304187287","other",0,"FUSELAGE MAIN, STRUCTURE"
29523,53,"Fuselage","5320","AALA202301190297","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29523,53,"Fuselage","5320","AALA202301199794","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31156,56,"Windows","5610","AALA202301199438","window",3,"FLIGHT COMPARTMENT WINDOWS"
30600,57,"Wings","5710","AALA202303064000","other",0,"WING, MAIN FRAME STRUCTURE"
29507,53,"Fuselage","5310","AALA202303066166","panel",0,"FUSELAGE MAIN, STRUCTURE"
29507,53,"Fuselage","5320","AALA202303068205","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
44454,56,"Windows","5610","AALA202301234436","window",3,"FLIGHT COMPARTMENT WINDOWS"
44488,27,"Flight Controls","2730","AALA202301235481","relay",3,"ELEVATOR CONTROL SYSTEM"
33205,25,"Equipment / Furnishings","2560","AALA202301234466","door",1,"EMERGENCY EQUIPMENT"
30599,57,"Wings","5710","AALA202304038803","other",0,"WING, MAIN FRAME STRUCTURE"
29523,53,"Fuselage","5320","AALA202301252405","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29528,53,"Fuselage","5320","AALA202303083698","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31105,33,"Lights","3350","AALA202306202583","other",1,"EMERGENCY LIGHTING"
29524,53,"Fuselage","5320","AALA202303082461","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29547,25,"Equipment / Furnishings","2560","AALA202303081484","door",1,"EMERGENCY EQUIPMENT"
31257,53,"Fuselage","5320","AALA202301258906","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29568,52,"Doors","5250","AALA202301268348","latch",0,"FIXED INNER DOORS"
40762,53,"Fuselage","5320","AALA202304047804","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29524,53,"Fuselage","5320","AALA202303092385","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29528,52,"Doors","5230","AALA202304057266","other",0,"CARGO/BAGGAGE DOORS"
29523,53,"Fuselage","5320","AALA202301114545","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
44473,33,"Lights","3350","AALA202302016430","other",1,"EMERGENCY LIGHTING"
31262,53,"Fuselage","5320","AALA202303141566","control rod",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29524,52,"Doors","5240","AALA202303156347","door",0,"SERVICE DOORS"
29528,53,"Fuselage","5310","AALA202301057191","wheel",0,"FUSELAGE MAIN, STRUCTURE"
31258,53,"Fuselage","5320","AALA202302063058","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29512,53,"Fuselage","5320","AALA202302072286","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29545,26,"Fire Protection","2610","AALA202302061515","other",2,"DETECTION SYSTEM"
33247,33,"Lights","3350","AALA202302061483","door",1,"EMERGENCY LIGHTING"
29510,53,"Fuselage","5320","AALA202302070622","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
44472,33,"Lights","3350","AALA202302100236","battery",1,"EMERGENCY LIGHTING"
29574,52,"Doors","5250","AALA202303212585","door",0,"FIXED INNER DOORS"
29507,53,"Fuselage","5320","AALA202303215282","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29576,52,"Doors","5250","AALA202302092333","latch",0,"FIXED INNER DOORS"
31161,25,"Equipment / Furnishings","2560","AALA202302096111","other",1,"EMERGENCY EQUIPMENT"
29528,53,"Fuselage","5310","AALA202303221688","other",0,"FUSELAGE MAIN, STRUCTURE"
31197,52,"Doors","5250","AALA202306202022","CND",0,"FIXED INNER DOORS"
31185,33,"Lights","3350","AALA202302132645","other",1,"EMERGENCY LIGHTING"
30083,52,"Doors","5210","AALA202303238861","door",3,"PASSENGER/CREW DOORS"
29507,53,"Fuselage","5320","AALA202302202341","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29512,53,"Fuselage","5320","AALA202302211557","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30085,32,"Landing Gear","3260","AALA202302205422","switch",3,"LANDING GEAR POSITION AND WARNING"
29507,53,"Fuselage","5320","AALA202302204431","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29510,56,"Windows","5610","AALA202302202439","window",0,"FLIGHT COMPARTMENT WINDOWS"
29505,53,"Fuselage","5350","AALA202302204860","other",0,"AERODYNAMIC FAIRINGS"
29512,53,"Fuselage","5320","AALA202302216265","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31197,25,"Equipment / Furnishings","2560","AALA202301189412","battery",1,"EMERGENCY EQUIPMENT"
31189,21,"Air Conditioning","2120","AALA202301183754","filter",3,"AIR DISTRIBUTION SYSTEM"
29505,53,"Fuselage","5310","AALA202301244895","other",0,"FUSELAGE MAIN, STRUCTURE"
30599,57,"Wings","5710","AALA202304032640","other",0,"WING, MAIN FRAME STRUCTURE"
29523,55,"Stabilizers","5510","AALA202301255723","other",0,"HORIZONTAL STABILIZER STRUCTURE"
29523,55,"Stabilizers","5510","AALA202301256275","other",0,"HORIZONTAL STABILIZER STRUCTURE"
29510,53,"Fuselage","5310","AALA202301255179","control rod",0,"FUSELAGE MAIN, STRUCTURE"
29512,53,"Fuselage","5320","AALA202304041540","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31270,52,"Doors","5250","AALA202301274484","door",0,"FIXED INNER DOORS"
31258,53,"Fuselage","5320","AALA202301266273","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29547,55,"Stabilizers","5510","AALA202303090425","hinge",0,"HORIZONTAL STABILIZER STRUCTURE"
29505,53,"Fuselage","5320","AALA202301106298","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29545,52,"Doors","5250","AALA202301317153","door",0,"FIXED INNER DOORS"
29549,55,"Stabilizers","5510","AALA202303149988","other",0,"HORIZONTAL STABILIZER STRUCTURE"
31253,52,"Doors","5250","AALA202301038477","door",0,"FIXED INNER DOORS"
31176,33,"Lights","3350","AALA202302024678","pack",1,"EMERGENCY LIGHTING"
31176,33,"Lights","3350","AALA202302027933","pack",1,"EMERGENCY LIGHTING"
29512,53,"Fuselage","5320","AALA202302065603","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29574,52,"Doors","5250","AALA202303202585","CND",0,"FIXED INNER DOORS"
33223,25,"Equipment / Furnishings","2560","AALA202302085204","door",3,"EMERGENCY EQUIPMENT"
33220,52,"Doors","5250","AALA202302098267","CND",0,"FIXED INNER DOORS"
29528,53,"Fuselage","5320","AALA202303228684","panel",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29528,53,"Fuselage","5310","AALA202303224946","other",0,"FUSELAGE MAIN, STRUCTURE"
31258,25,"Equipment / Furnishings","2560","AALA202302140097","latch",1,"EMERGENCY EQUIPMENT"
31217,33,"Lights","3350","AALA202302149976","wheel",1,"EMERGENCY LIGHTING"
30098,56,"Windows","5610","AALA202302159968","window",0,"FLIGHT COMPARTMENT WINDOWS"
29547,26,"Fire Protection","2610","AALA202302155853","other",2,"DETECTION SYSTEM"
29507,53,"Fuselage","5320","AALA202302278700","control rod",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
44450,25,"Equipment / Furnishings","2560","AALA202303270342","other",1,"EMERGENCY EQUIPMENT"
31077,52,"Doors","5250","AALA202301170925","module",0,"FIXED INNER DOORS"
29523,53,"Fuselage","5320","AALA202301187668","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31071,52,"Doors","5250","AALA202301304027","door",0,"FIXED INNER DOORS"
33232,33,"Lights","3350","AALA202303027703","pack",1,"EMERGENCY LIGHTING"
33232,33,"Lights","3350","AALA202303026962","pack",1,"EMERGENCY LIGHTING"
33232,33,"Lights","3350","AALA202303021794","pack",1,"EMERGENCY LIGHTING"
33232,33,"Lights","3350","AALA202303029667","pack",1,"EMERGENCY LIGHTING"
30600,57,"Wings","5710","AALA202303061358","other",0,"WING, MAIN FRAME STRUCTURE"
31262,56,"Windows","5610","AALA202303060397","window",0,"FLIGHT COMPARTMENT WINDOWS"
33323,33,"Lights","3350","AALA202303101216","pack",1,"EMERGENCY LIGHTING"
44456,25,"Equipment / Furnishings","2530","AALA202301304767","CND",1,"BUFFET/GALLEYS"
29510,53,"Fuselage","5320","AALA202302068942","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31245,25,"Equipment / Furnishings","2560","AALA202301105197","door",1,"EMERGENCY EQUIPMENT"
29507,53,"Fuselage","5320","AALA202302134769","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29577,33,"Lights","3350","AALA202302139204","other",1,"EMERGENCY LIGHTING"
29507,53,"Fuselage","5320","AALA202302274844","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31203,52,"Doors","5250","AALA202303275409","latch",0,"FIXED INNER DOORS"
29507,33,"Lights","3350","AALA202303275328","other",1,"EMERGENCY LIGHTING"
29528,53,"Fuselage","5320","AALA202303286486","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
40762,53,"Fuselage","5320","AALA202304264451","door",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29510,53,"Fuselage","5320","AALA202301172409","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29528,53,"Fuselage","5310","AALA202301176798","other",0,"FUSELAGE MAIN, STRUCTURE"
29528,55,"Stabilizers","5510","AALA202303065852","other",0,"HORIZONTAL STABILIZER STRUCTURE"
30085,52,"Doors","5270","AALA202301209993","switch",0,"DOOR WARNING SYSTEM"
29512,53,"Fuselage","5320","AALA202302076450","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
30096,21,"Air Conditioning","2120","AALA202304030317","valve",3,"AIR DISTRIBUTION SYSTEM"
29503,25,"Equipment / Furnishings","2560","AALA202303086201","door",1,"EMERGENCY EQUIPMENT"
29510,53,"Fuselage","5310","AALA202301253862","control rod",0,"FUSELAGE MAIN, STRUCTURE"
33323,33,"Lights","3350","AALA202303101632","pack",1,"EMERGENCY LIGHTING"
31257,57,"Wings","5710","AALA202301267481","other",0,"WING, MAIN FRAME STRUCTURE"
29528,52,"Doors","5240","AALA202304058837","door",0,"SERVICE DOORS"
30598,53,"Fuselage","5320","AALA202301306040","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
31176,33,"Lights","3350","AALA202302027716","pack",1,"EMERGENCY LIGHTING"
31176,25,"Equipment / Furnishings","2560","AALA202302024100","pack",1,"EMERGENCY EQUIPMENT"
33520,25,"Equipment / Furnishings","2560","AALA202302081354","door",1,"EMERGENCY EQUIPMENT"
33323,57,"Wings","5750","AALA202303211263","other",0,"WING, CONTROL SURFACES"
29528,53,"Fuselage","5320","AALA202303224189","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
29528,53,"Fuselage","5310","AALA202303229455","other",0,"FUSELAGE MAIN, STRUCTURE"
40584,72,"Engine","7200","AALA202303227750","engine",3,"ENGINE (TURBINE/TURBOPROP)"
31091,79,"Oil","7900","AALA202302179160","CND",3,"ENGINE OIL SYSTEM (AIRFRAME)"
29507,53,"Fuselage","5320","AALA202302214284","other",0,"FUSELAGE MISCELLANEOUS STRUCTURE"
33489,25,"Equipment / Furnishings","2560","AALA202302239093","other",1,"EMERGENCY EQUIPMENT"
31178,52,"Doors","5210","AALA202302230789","door",0,"PASSENGER/CREW DOORS"
31242,52,"Doors","5210","AALA202302246537","latch",3,"PASSENGER/CREW DOORS"
